Age;Gender;Location;Subscription Status;Frequency of Purchases;Item Purchased;Review Rating
44;Female;Oregon;No;Weekly;['Sunglasses'];[3.4]
44;Female;South Dakota;No;Weekly;['Scarf'];[3.6]
44;Female;Tennessee;No;Fortnightly;['T-shirt'];[3.1]
44;Female;Texas;No;Quarterly;['Hat'];[3.5]
44;Female;Utah;No;Monthly;['Dress'];[3.8]
44;Female;Wyoming;No;Every 3 Months;['Sunglasses'];[4.6]
44;Male;Alabama;No;Every 3 Months;['Scarf'];[4.3]
44;Male;Delaware;No;Bi-Weekly;['Backpack'];[3.2]
44;Male;Georgia;No;Bi-Weekly;['Shoes'];[3.2]
44;Male;Idaho;Yes;Weekly;['Jewelry'];[3.0]
44;Male;Illinois;Yes;Every 3 Months;['Jacket'];[4.4]
44;Male;Indiana;No;Quarterly;['Scarf'];[3.5]
44;Male;Kentucky;Yes;Fortnightly;['Scarf'];[3.7]
44;Male;Maine;No;Fortnightly;['Coat'];[4.1]
44;Male;Mississippi;No;Bi-Weekly;['Hoodie'];[3.0]
44;Male;Nevada;Yes;Annually;['Sweater'];[3.1]
44;Male;New Jersey;No;Annually;['Sandals'];[4.6]
44;Male;New Jersey;Yes;Quarterly;['Hat'];[3.1]
44;Male;New York;No;Weekly;['Boots'];[4.4]
44;Male;North Carolina;No;Fortnightly;['Sweater'];[4.7]
44;Male;Ohio;No;Fortnightly;['Handbag'];[4.1]
44;Male;Rhode Island;No;Bi-Weekly;['Scarf'];[3.4]
44;Male;Rhode Island;No;Monthly;['Blouse'];[4.0]
44;Male;South Carolina;Yes;Every 3 Months;['Scarf'];[4.6]
44;Male;South Dakota;No;Annually;['Blouse'];[4.0]
44;Male;South Dakota;No;Bi-Weekly;['Jewelry'];[2.5]
44;Male;Tennessee;No;Quarterly;['Scarf'];[5.0]
44;Male;Texas;No;Bi-Weekly;['Dress'];[3.4]
44;Male;Utah;Yes;Monthly;['Pants', 'Belt'];[4.0, 2.8]
44;Male;Vermont;No;Monthly;['Sweater'];[3.9]
44;Male;Washington;Yes;Quarterly;['Jacket'];[3.3]
44;Male;West Virginia;Yes;Every 3 Months;['Sunglasses'];[4.4]
44;Male;Wyoming;Yes;Quarterly;['Hoodie'];[3.8]
45;Female;Arizona;No;Fortnightly;['Skirt'];[3.7]
45;Female;Arkansas;No;Weekly;['Gloves'];[2.5]
45;Female;Colorado;No;Every 3 Months;['Backpack'];[2.6]
45;Female;Connecticut;No;Every 3 Months;['Shorts'];[3.8]
45;Female;Idaho;No;Every 3 Months;['Hoodie'];[5.0]
45;Female;Illinois;No;Fortnightly;['Jacket'];[5.0]
45;Female;Illinois;No;Monthly;['Belt'];[2.6]
45;Female;Indiana;No;Bi-Weekly;['Belt'];[3.8]
45;Female;Iowa;No;Fortnightly;['Jacket'];[3.6]
45;Female;Kentucky;No;Quarterly;['Sunglasses'];[3.5]
45;Female;Louisiana;No;Weekly;['Jeans'];[2.7]
45;Female;Maryland;No;Annually;['Dress'];[4.8]
45;Female;Maryland;No;Every 3 Months;['T-shirt'];[4.2]
45;Female;Maryland;No;Weekly;['Handbag'];[4.3]
45;Female;Massachusetts;No;Monthly;['T-shirt'];[4.0]
45;Female;Michigan;No;Every 3 Months;['Dress'];[4.2]
45;Female;Mississippi;No;Bi-Weekly;['Handbag'];[4.9]
45;Female;Missouri;No;Bi-Weekly;['Shirt'];[2.7]
45;Female;New Mexico;No;Fortnightly;['Hoodie'];[4.8]
45;Female;New York;No;Monthly;['Handbag'];[2.7]
45;Female;North Dakota;No;Monthly;['Jacket'];[3.9]
45;Female;North Dakota;No;Weekly;['Sweater'];[4.3]
45;Female;Oklahoma;No;Monthly;['Pants'];[3.8]
45;Female;Oregon;No;Weekly;['Socks'];[2.8]
45;Female;Pennsylvania;No;Bi-Weekly;['Sweater'];[3.8]
45;Female;Rhode Island;No;Bi-Weekly;['Sweater'];[2.6]
45;Female;South Carolina;No;Annually;['Blouse'];[2.7]
45;Female;South Dakota;No;Monthly;['Shorts'];[4.0]
45;Female;Texas;No;Bi-Weekly;['Gloves'];[4.3]
45;Female;Texas;No;Quarterly;['Sunglasses'];[4.6]
45;Female;Vermont;No;Quarterly;['Shirt'];[3.3]
45;Female;Virginia;No;Bi-Weekly;['Sneakers'];[3.4]
45;Female;Wyoming;No;Annually;['Sunglasses'];[3.5]
45;Male;Alabama;No;Every 3 Months;['Sandals'];[3.8]
45;Male;California;No;Monthly;['Jewelry'];[4.7]
45;Male;California;Yes;Monthly;['Jeans'];[4.4]
45;Male;Connecticut;Yes;Monthly;['Coat'];[4.4]
45;Male;Delaware;No;Quarterly;['Skirt'];[3.4]
45;Male;Georgia;Yes;Fortnightly;['Coat'];[4.6]
45;Male;Indiana;No;Annually;['Skirt', 'T-shirt'];[3.8, 4.2]
45;Male;Iowa;No;Fortnightly;['Belt'];[3.1]
45;Male;Maryland;No;Monthly;['Jacket'];[4.6]
45;Male;Maryland;No;Quarterly;['Sweater'];[3.2]
45;Male;Massachusetts;No;Monthly;['Dress'];[3.1]
45;Male;Massachusetts;No;Quarterly;['Sunglasses', 'Sunglasses'];[3.0, 3.8]
45;Male;Michigan;No;Quarterly;['Sneakers'];[3.9]
45;Male;Mississippi;No;Fortnightly;['Sunglasses'];[3.5]
45;Male;Missouri;Yes;Fortnightly;['Pants'];[3.3]
45;Male;Montana;Yes;Bi-Weekly;['Sandals'];[4.2]
45;Male;Nebraska;Yes;Fortnightly;['Hoodie'];[3.7]
45;Male;New Hampshire;No;Annually;['Backpack'];[3.7]
45;Male;New Mexico;Yes;Annually;['Jewelry'];[2.6]
45;Male;New Mexico;Yes;Fortnightly;['Belt'];[3.9]
45;Male;North Carolina;Yes;Bi-Weekly;['Hoodie'];[3.1]
45;Male;North Dakota;No;Bi-Weekly;['Pants'];[2.6]
45;Male;Ohio;Yes;Annually;['Socks'];[2.6]
45;Male;Oregon;No;Weekly;['Scarf'];[4.0]
45;Male;Oregon;Yes;Annually;['Blouse'];[2.7]
45;Male;Oregon;Yes;Monthly;['Jeans'];[3.7]
45;Male;Rhode Island;No;Every 3 Months;['Belt'];[2.6]
45;Male;Rhode Island;No;Weekly;['Jewelry'];[4.5]
45;Male;Rhode Island;Yes;Bi-Weekly;['Dress'];[2.7]
45;Male;South Dakota;Yes;Annually;['Backpack'];[2.5]
45;Male;Utah;No;Weekly;['Scarf'];[3.8]
45;Male;Vermont;Yes;Fortnightly;['Jacket'];[3.0]
45;Male;Virginia;Yes;Quarterly;['Sunglasses'];[2.8]
45;Male;West Virginia;No;Annually;['Blouse'];[3.3]
45;Male;West Virginia;No;Fortnightly;['Coat'];[3.6]
45;Male;West Virginia;No;Monthly;['Jeans'];[3.4]
45;Male;Wisconsin;Yes;Annually;['Hoodie'];[4.9]
46;Female;Alabama;No;Quarterly;['Dress'];[2.6]
46;Female;California;No;Annually;['Shorts'];[4.7]
46;Female;California;No;Bi-Weekly;['Skirt'];[3.0]
46;Female;Colorado;No;Every 3 Months;['Handbag'];[4.2]
46;Female;Delaware;No;Annually;['Gloves'];[4.7]
46;Female;Florida;No;Bi-Weekly;['Shirt'];[2.5]
46;Female;Florida;No;Fortnightly;['Hoodie'];[2.6]
46;Female;Georgia;No;Quarterly;['Shoes'];[2.6]
46;Female;Hawaii;No;Bi-Weekly;['Belt'];[3.0]
46;Female;Idaho;No;Bi-Weekly;['Shorts'];[2.7]
46;Female;Idaho;No;Monthly;['T-shirt', 'Scarf', 'Belt'];[3.3, 3.2, 4.0]
46;Female;Kentucky;No;Quarterly;['Sweater'];[3.2]
46;Female;Louisiana;No;Fortnightly;['Shirt'];[4.0]
46;Female;Maryland;No;Monthly;['Jacket'];[2.7]
46;Female;Nebraska;No;Every 3 Months;['Shoes'];[4.4]
46;Female;Nebraska;No;Weekly;['Shirt'];[2.6]
46;Female;New Jersey;No;Quarterly;['Belt'];[2.9]
46;Female;New Mexico;No;Annually;['Belt', 'Sandals'];[4.2, 4.5]
46;Female;New York;No;Monthly;['Sweater'];[4.9]
46;Female;Oklahoma;No;Fortnightly;['Sweater'];[3.9]
46;Female;Rhode Island;No;Weekly;['Belt'];[4.3]
46;Female;Vermont;No;Monthly;['Pants'];[2.8]
46;Female;Washington;No;Bi-Weekly;['Dress'];[4.7]
46;Female;Wisconsin;No;Annually;['Sneakers', 'Dress'];[2.9, 4.3]
46;Female;Wisconsin;No;Monthly;['Skirt'];[3.9]
46;Female;Wyoming;No;Annually;['Scarf'];[2.9]
46;Male;Alaska;No;Weekly;['Sneakers'];[4.6]
46;Male;Arizona;No;Weekly;['Sandals'];[4.4]
46;Male;Colorado;No;Every 3 Months;['Shoes'];[3.1]
46;Male;Delaware;No;Quarterly;['Pants', 'Pants'];[3.3, 2.5]
46;Male;Delaware;Yes;Monthly;['Sneakers'];[4.0]
46;Male;Delaware;Yes;Quarterly;['Sandals'];[4.9]
46;Male;Idaho;No;Bi-Weekly;['Socks'];[4.1]
46;Male;Idaho;No;Every 3 Months;['Skirt'];[4.1]
46;Male;Idaho;No;Fortnightly;['Gloves'];[3.9]
46;Male;Illinois;No;Fortnightly;['Sandals'];[2.6]
46;Male;Indiana;No;Annually;['Shirt'];[4.7]
46;Male;Iowa;Yes;Weekly;['Jeans'];[4.8]
46;Male;Kentucky;No;Bi-Weekly;['Jeans'];[3.8]
46;Male;Louisiana;Yes;Fortnightly;['Shorts'];[4.0]
46;Male;Louisiana;Yes;Weekly;['Jacket'];[4.6]
46;Male;Massachusetts;No;Fortnightly;['T-shirt'];[3.3]
46;Male;Michigan;Yes;Monthly;['T-shirt'];[4.7]
46;Male;Mississippi;Yes;Annually;['Dress'];[2.8]
46;Male;Missouri;No;Every 3 Months;['Sneakers'];[3.7]
46;Male;Nebraska;No;Bi-Weekly;['Gloves'];[3.9]
46;Male;Nebraska;Yes;Bi-Weekly;['Shoes'];[2.9]
46;Male;New Mexico;No;Every 3 Months;['Shirt'];[2.8]
46;Male;New York;No;Weekly;['Sweater'];[3.7]
46;Male;New York;Yes;Bi-Weekly;['Scarf'];[3.0]
46;Male;North Dakota;No;Monthly;['Belt'];[3.0]
46;Male;North Dakota;No;Weekly;['Sweater'];[2.7]
46;Male;North Dakota;Yes;Bi-Weekly;['Sweater'];[3.7]
46;Male;Pennsylvania;Yes;Every 3 Months;['Skirt'];[3.8]
46;Male;Pennsylvania;Yes;Quarterly;['Coat'];[2.8]
46;Male;South Carolina;No;Annually;['Blouse'];[4.2]
46;Male;South Carolina;No;Monthly;['Sweater'];[4.7]
46;Male;South Carolina;No;Quarterly;['Hat'];[3.5]
46;Male;South Carolina;Yes;Annually;['Dress'];[3.9]
46;Male;Utah;No;Every 3 Months;['Pants'];[3.5]
46;Male;Utah;No;Quarterly;['Shorts'];[4.6]
46;Male;Vermont;Yes;Every 3 Months;['Shorts'];[3.1]
46;Male;Virginia;No;Weekly;['Pants'];[3.9]
46;Male;Virginia;Yes;Every 3 Months;['Skirt'];[3.3]
46;Male;Washington;No;Every 3 Months;['Gloves'];[2.5]
46;Male;West Virginia;No;Monthly;['Coat'];[4.2]
46;Male;Wisconsin;Yes;Every 3 Months;['Shoes'];[4.6]
46;Male;Wisconsin;Yes;Fortnightly;['T-shirt', 'Hat'];[4.5, 3.2]
46;Male;Wyoming;No;Every 3 Months;['Scarf'];[3.4]
46;Male;Wyoming;Yes;Weekly;['Sneakers'];[2.9]
47;Female;Arizona;No;Annually;['Dress'];[4.4]
47;Female;Arkansas;No;Weekly;['Scarf'];[4.6]
47;Female;California;No;Monthly;['Coat'];[4.7]
47;Female;Colorado;No;Weekly;['Shoes'];[2.7]
47;Female;Connecticut;No;Quarterly;['Shorts'];[4.1]
47;Female;Florida;No;Bi-Weekly;['Shoes'];[4.1]
47;Female;Idaho;No;Every 3 Months;['Belt'];[4.3]
47;Female;Kansas;No;Weekly;['Shorts'];[2.9]
47;Female;Kentucky;No;Bi-Weekly;['Sandals'];[3.8]
47;Female;Kentucky;No;Every 3 Months;['Blouse'];[4.6]
47;Female;Maine;No;Monthly;['Sweater'];[3.8]
47;Female;Maryland;No;Weekly;['Sneakers', 'Sandals'];[3.4, 4.9]
47;Female;Michigan;No;Every 3 Months;['Sandals'];[3.6]
47;Female;Minnesota;No;Monthly;['Sunglasses'];[4.0]
47;Female;Montana;No;Every 3 Months;['Hoodie'];[3.7]
47;Female;North Carolina;No;Every 3 Months;['Jacket'];[2.9]
47;Female;North Dakota;No;Annually;['Gloves'];[4.3]
47;Female;North Dakota;No;Every 3 Months;['Jewelry'];[4.8]
47;Female;Ohio;No;Monthly;['T-shirt'];[2.5]
47;Female;Oregon;No;Annually;['Socks'];[4.8]
47;Female;Rhode Island;No;Every 3 Months;['Shirt', 'Dress'];[3.7, 4.2]
47;Female;South Carolina;No;Quarterly;['Jewelry'];[4.5]
47;Female;Tennessee;No;Bi-Weekly;['Dress', 'Shorts'];[5.0, 2.6]
47;Female;Utah;No;Every 3 Months;['Handbag'];[3.5]
47;Male;Alaska;Yes;Every 3 Months;['Blouse'];[3.9]
47;Male;Alaska;Yes;Monthly;['Dress'];[2.9]
47;Male;Arkansas;Yes;Monthly;['Shorts'];[4.0]
47;Male;California;No;Bi-Weekly;['Jewelry'];[4.1]
47;Male;California;Yes;Quarterly;['Jacket'];[3.6]
47;Male;Colorado;No;Weekly;['Sweater'];[3.4]
47;Male;Hawaii;No;Bi-Weekly;['Jacket'];[2.8]
47;Male;Hawaii;Yes;Quarterly;['Handbag'];[2.6]
47;Male;Idaho;No;Fortnightly;['Boots'];[4.9]
47;Male;Illinois;No;Fortnightly;['Shorts'];[3.8]
47;Male;Indiana;Yes;Monthly;['Hoodie'];[2.8]
47;Male;Indiana;Yes;Weekly;['Shirt', 'Sunglasses'];[3.3, 4.3]
47;Male;Iowa;No;Monthly;['Gloves'];[4.1]
47;Male;Kentucky;Yes;Bi-Weekly;['Backpack'];[4.2]
47;Male;Maine;No;Monthly;['Jeans'];[3.9]
47;Male;Maine;Yes;Every 3 Months;['Shorts'];[2.6]
47;Male;Maryland;No;Quarterly;['Shoes'];[3.7]
47;Male;Massachusetts;Yes;Quarterly;['Boots'];[3.4]
47;Male;Michigan;No;Annually;['Shirt'];[3.5]
47;Male;Minnesota;Yes;Annually;['Pants'];[3.1]
47;Male;Mississippi;No;Weekly;['Jacket'];[3.2]
47;Male;Missouri;No;Fortnightly;['Skirt'];[4.8]
47;Male;Missouri;No;Weekly;['Socks'];[4.3]
47;Male;Montana;Yes;Fortnightly;['Sweater'];[3.5]
47;Male;Nebraska;Yes;Annually;['Sunglasses'];[3.6]
47;Male;Nevada;No;Quarterly;['Boots'];[2.6]
47;Male;New Jersey;No;Monthly;['Jacket'];[4.7]
47;Male;New Mexico;Yes;Bi-Weekly;['Coat'];[4.2]
47;Male;New York;No;Fortnightly;['Sunglasses'];[2.8]
47;Male;New York;No;Weekly;['Gloves'];[2.7]
47;Male;New York;Yes;Fortnightly;['Gloves'];[4.5]
47;Male;North Carolina;No;Weekly;['Sandals'];[4.2]
47;Male;North Dakota;No;Quarterly;['Hat'];[4.3]
47;Male;Ohio;No;Every 3 Months;['Boots'];[4.1]
47;Male;Oregon;No;Weekly;['T-shirt'];[2.7]
47;Male;Pennsylvania;Yes;Weekly;['Belt'];[4.8]
47;Male;Rhode Island;No;Bi-Weekly;['Shorts'];[3.4]
47;Male;Rhode Island;No;Quarterly;['Skirt'];[4.2]
47;Male;South Dakota;Yes;Quarterly;['Boots'];[3.0]
47;Male;Vermont;No;Fortnightly;['Coat'];[3.9]
47;Male;West Virginia;No;Bi-Weekly;['Scarf', 'Scarf'];[2.8, 3.7]
47;Male;Wisconsin;Yes;Monthly;['Hoodie'];[4.0]
48;Female;Colorado;No;Bi-Weekly;['Sweater'];[4.0]
48;Female;Connecticut;No;Annually;['Sandals'];[3.7]
48;Female;Connecticut;No;Weekly;['Handbag'];[3.6]
48;Female;Delaware;No;Fortnightly;['Scarf'];[4.4]
48;Female;Delaware;No;Quarterly;['Shoes'];[3.7]
48;Female;Idaho;No;Every 3 Months;['Dress'];[4.6]
48;Female;Indiana;No;Every 3 Months;['Jewelry'];[3.7]
48;Female;Kansas;No;Monthly;['Blouse'];[4.5]
48;Female;Kentucky;No;Every 3 Months;['Scarf'];[2.9]
48;Female;Kentucky;No;Monthly;['Belt'];[4.3]
48;Female;Maine;No;Fortnightly;['Shoes'];[4.5]
48;Female;Maryland;No;Fortnightly;['Boots'];[4.1]
48;Female;Massachusetts;No;Monthly;['Handbag'];[3.1]
48;Female;Montana;No;Annually;['Socks'];[4.4]
48;Female;New Jersey;No;Monthly;['Hat'];[2.9]
48;Female;New Jersey;No;Quarterly;['Scarf'];[3.1]
48;Female;New Mexico;No;Weekly;['Pants'];[4.7]
48;Female;Oregon;No;Bi-Weekly;['Shoes'];[4.0]
48;Female;Oregon;No;Monthly;['Skirt'];[2.7]
48;Female;Rhode Island;No;Monthly;['Handbag'];[4.0]
48;Female;Rhode Island;No;Weekly;['Belt'];[3.4]
48;Female;South Carolina;No;Quarterly;['Sneakers'];[4.4]
48;Female;South Dakota;No;Annually;['Gloves'];[4.6]
48;Female;South Dakota;No;Quarterly;['Jacket'];[3.2]
48;Female;Wyoming;No;Annually;['Belt'];[4.0]
48;Male;Arizona;Yes;Quarterly;['Jacket'];[4.3]
48;Male;California;Yes;Annually;['Dress'];[4.3]
48;Male;Colorado;Yes;Every 3 Months;['Belt'];[2.6]
48;Male;Connecticut;No;Fortnightly;['Dress'];[3.7]
48;Male;Delaware;No;Annually;['Belt'];[4.9]
48;Male;Delaware;No;Bi-Weekly;['Shirt'];[2.8]
48;Male;Delaware;Yes;Bi-Weekly;['Shoes', 'Sandals'];[4.4, 3.6]
48;Male;Florida;Yes;Monthly;['Sneakers'];[3.8]
48;Male;Florida;Yes;Weekly;['Coat'];[2.8]
48;Male;Hawaii;Yes;Bi-Weekly;['Pants'];[2.7]
48;Male;Idaho;No;Fortnightly;['Shorts'];[3.5]
48;Male;Idaho;No;Quarterly;['Boots'];[3.4]
48;Male;Illinois;Yes;Every 3 Months;['Shirt'];[2.6]
48;Male;Louisiana;No;Quarterly;['Skirt'];[2.8]
48;Male;Maine;No;Annually;['Shoes'];[3.0]
48;Male;Maryland;No;Every 3 Months;['Scarf'];[2.9]
48;Male;Massachusetts;Yes;Fortnightly;['Boots'];[3.9]
48;Male;Michigan;No;Fortnightly;['Sandals'];[4.9]
48;Male;Michigan;No;Quarterly;['Coat'];[4.6]
48;Male;Minnesota;Yes;Every 3 Months;['Hat'];[3.6]
48;Male;Mississippi;No;Every 3 Months;['Belt'];[4.0]
48;Male;Montana;No;Annually;['Sandals'];[4.1]
48;Male;Montana;Yes;Bi-Weekly;['Coat'];[3.2]
48;Male;Nebraska;No;Annually;['Shoes'];[3.9]
48;Male;Nevada;No;Fortnightly;['Jeans'];[3.2]
48;Male;Oregon;Yes;Bi-Weekly;['Jewelry'];[4.4]
48;Male;South Carolina;Yes;Bi-Weekly;['Boots'];[4.9]
48;Male;South Dakota;No;Bi-Weekly;['Jeans'];[2.8]
48;Male;Tennessee;No;Fortnightly;['Jewelry'];[2.6]
48;Male;Tennessee;Yes;Fortnightly;['Shoes'];[2.6]
48;Male;Tennessee;Yes;Weekly;['Belt'];[4.4]
48;Male;Utah;No;Every 3 Months;['Sunglasses'];[4.6]
48;Male;Vermont;No;Monthly;['Belt'];[3.2]
48;Male;Virginia;Yes;Weekly;['Backpack'];[4.0]
48;Male;Washington;No;Weekly;['Coat'];[4.0]
48;Male;Washington;Yes;Annually;['Jewelry'];[4.7]
48;Male;Washington;Yes;Every 3 Months;['Hat'];[5.0]
48;Male;Washington;Yes;Weekly;['Sunglasses'];[4.8]
48;Male;Wisconsin;No;Every 3 Months;['Sneakers'];[4.2]
48;Male;Wisconsin;No;Monthly;['Shoes'];[3.7]
48;Male;Wyoming;No;Bi-Weekly;['Sneakers'];[3.0]
48;Male;Wyoming;Yes;Annually;['Shoes'];[4.4]
49;Female;Alabama;No;Weekly;['Coat'];[4.2]
49;Female;Arizona;No;Every 3 Months;['Shoes'];[2.6]
49;Female;Colorado;No;Annually;['Hoodie'];[4.0]
49;Female;Hawaii;No;Every 3 Months;['Jacket'];[3.0]
49;Female;Hawaii;No;Fortnightly;['Shorts'];[4.1]
49;Female;Idaho;No;Fortnightly;['Sweater'];[2.8]
49;Female;Kansas;No;Annually;['Sneakers'];[2.5]
49;Female;Maryland;No;Annually;['Socks'];[4.6]
49;Female;Minnesota;No;Quarterly;['Shorts'];[4.5]
49;Female;Nebraska;No;Monthly;['Pants'];[2.8]
49;Female;Nevada;No;Fortnightly;['Backpack'];[2.8]
49;Female;New Mexico;No;Quarterly;['Socks'];[3.2]
49;Female;North Carolina;No;Monthly;['Belt'];[3.1]
49;Female;North Dakota;No;Bi-Weekly;['Jacket'];[2.8]
49;Female;Ohio;No;Annually;['T-shirt'];[4.7]
49;Female;Ohio;No;Fortnightly;['Sandals'];[4.1]
49;Female;Pennsylvania;No;Monthly;['Sneakers', 'Handbag'];[4.9, 4.2]
49;Female;Tennessee;No;Every 3 Months;['Skirt'];[3.9]
49;Female;Washington;No;Quarterly;['Jewelry'];[2.5]
49;Male;Alabama;No;Monthly;['Dress'];[3.7]
49;Male;Alabama;Yes;Every 3 Months;['Shirt', 'Hat'];[5.0, 4.9]
49;Male;Alabama;Yes;Fortnightly;['Skirt'];[3.2]
49;Male;Arizona;No;Quarterly;['T-shirt'];[3.1]
49;Male;California;No;Fortnightly;['Hoodie'];[2.7]
49;Male;California;Yes;Every 3 Months;['Shorts'];[3.6]
49;Male;Delaware;No;Bi-Weekly;['Jewelry'];[4.5]
49;Male;Delaware;No;Fortnightly;['Socks'];[4.9]
49;Male;Delaware;No;Monthly;['Socks'];[2.9]
49;Male;Delaware;Yes;Weekly;['Jewelry'];[4.0]
49;Male;Florida;No;Quarterly;['Coat'];[4.0]
49;Male;Florida;Yes;Annually;['Coat'];[3.8]
49;Male;Georgia;No;Bi-Weekly;['Dress'];[2.9]
49;Male;Hawaii;No;Every 3 Months;['Jacket'];[4.3]
49;Male;Hawaii;No;Weekly;['Dress'];[3.2]
49;Male;Hawaii;Yes;Monthly;['T-shirt'];[2.9]
49;Male;Idaho;No;Weekly;['Handbag'];[3.6]
49;Male;Illinois;Yes;Monthly;['Jeans'];[2.7]
49;Male;Indiana;No;Annually;['Jacket'];[4.0]
49;Male;Indiana;No;Every 3 Months;['Belt'];[4.9]
49;Male;Indiana;No;Fortnightly;['Skirt'];[4.1]
49;Male;Indiana;Yes;Monthly;['Gloves'];[4.5]
49;Male;Iowa;Yes;Weekly;['Sweater'];[4.1]
49;Male;Kansas;No;Monthly;['Boots'];[4.2]
49;Male;Kentucky;No;Annually;['Skirt', 'Skirt'];[3.6, 4.4]
49;Male;Kentucky;Yes;Monthly;['Handbag'];[3.0]
49;Male;Kentucky;Yes;Quarterly;['Boots'];[3.7]
49;Male;Louisiana;No;Quarterly;['T-shirt'];[3.3]
49;Male;Louisiana;No;Weekly;['Pants'];[2.7]
49;Male;Maryland;No;Monthly;['Gloves'];[2.9]
49;Male;Maryland;No;Weekly;['Sandals'];[4.5]
49;Male;Maryland;Yes;Bi-Weekly;['Blouse'];[3.7]
49;Male;Massachusetts;No;Annually;['Shoes'];[4.8]
49;Male;Massachusetts;Yes;Monthly;['Jacket'];[4.6]
49;Male;Mississippi;No;Bi-Weekly;['Coat'];[4.0]
49;Male;Missouri;No;Fortnightly;['Jeans'];[3.0]
49;Male;Missouri;No;Quarterly;['Jacket'];[4.6]
49;Male;Nebraska;No;Annually;['Hat'];[4.8]
49;Male;Nebraska;No;Every 3 Months;['Shorts'];[4.4]
49;Male;New Hampshire;No;Weekly;['Jewelry'];[2.8]
49;Male;New Hampshire;Yes;Annually;['Scarf'];[3.6]
49;Male;New Mexico;Yes;Weekly;['Jeans'];[4.7]
49;Male;New York;No;Every 3 Months;['Handbag'];[4.7]
49;Male;New York;Yes;Monthly;['Coat'];[4.5]
49;Male;North Dakota;No;Quarterly;['Sunglasses'];[3.4]
49;Male;Oregon;No;Bi-Weekly;['Shirt'];[3.6]
49;Male;Rhode Island;Yes;Fortnightly;['Sandals'];[3.3]
49;Male;South Carolina;Yes;Every 3 Months;['Dress'];[3.1]
49;Male;South Carolina;Yes;Monthly;['Hoodie'];[3.4]
49;Male;South Dakota;Yes;Annually;['Socks'];[3.2]
49;Male;Tennessee;No;Fortnightly;['Jeans'];[2.8]
49;Male;Texas;No;Bi-Weekly;['Belt'];[4.9]
49;Male;Vermont;No;Quarterly;['Shorts'];[2.7]
49;Male;Vermont;Yes;Bi-Weekly;['Pants', 'Coat'];[2.9, 3.7]
49;Male;Vermont;Yes;Fortnightly;['Sneakers'];[3.9]
49;Male;Virginia;No;Every 3 Months;['Hoodie'];[2.7]
49;Male;Virginia;No;Monthly;['Blouse'];[4.0]
49;Male;Virginia;Yes;Bi-Weekly;['Handbag'];[3.0]
49;Male;West Virginia;No;Bi-Weekly;['Shorts'];[4.6]
49;Male;West Virginia;No;Every 3 Months;['Backpack'];[2.8]
49;Male;Wyoming;Yes;Weekly;['Coat'];[4.0]
50;Female;Alabama;No;Monthly;['Belt'];[4.9]
50;Female;California;No;Weekly;['Sandals', 'Shirt'];[4.2, 3.0]
50;Female;Colorado;No;Quarterly;['Shirt'];[4.2]
50;Female;Connecticut;No;Quarterly;['Handbag'];[4.4]
50;Female;Georgia;No;Annually;['Sunglasses'];[3.6]
50;Female;Indiana;No;Quarterly;['Backpack'];[2.9]
50;Female;Massachusetts;No;Fortnightly;['Shirt'];[3.4]
50;Female;Michigan;No;Every 3 Months;['Skirt'];[2.8]
50;Female;Mississippi;No;Every 3 Months;['Sneakers'];[3.5]
50;Female;Montana;No;Annually;['Jacket', 'Scarf'];[4.0, 3.9]
50;Female;Montana;No;Weekly;['Coat'];[3.7]
50;Female;Nebraska;No;Fortnightly;['Boots'];[4.2]
50;Female;Nebraska;No;Quarterly;['Boots'];[3.3]
50;Female;New Mexico;No;Bi-Weekly;['Hat'];[3.3]
50;Female;New York;No;Every 3 Months;['Sneakers'];[3.9]
50;Female;North Carolina;No;Bi-Weekly;['Sandals'];[4.6]
50;Female;Ohio;No;Bi-Weekly;['Sandals', 'T-shirt'];[4.3, 4.3]
50;Female;Ohio;No;Every 3 Months;['Sneakers'];[4.3]
50;Female;Oklahoma;No;Bi-Weekly;['Socks'];[2.8]
50;Female;Oregon;No;Monthly;['Socks', 'Scarf'];[3.2, 3.2]
50;Female;Tennessee;No;Bi-Weekly;['Hat'];[3.6]
50;Female;Tennessee;No;Fortnightly;['Handbag'];[3.0]
50;Female;Texas;No;Fortnightly;['Sneakers'];[4.7]
50;Female;Vermont;No;Fortnightly;['Hoodie'];[4.3]
50;Female;Vermont;No;Quarterly;['Sweater'];[4.0]
50;Female;Vermont;No;Weekly;['Hat'];[3.9]
50;Male;Alabama;No;Fortnightly;['Boots'];[3.1]
50;Male;Alaska;No;Fortnightly;['Hat'];[3.9]
50;Male;Arkansas;Yes;Bi-Weekly;['Hoodie'];[3.1]
50;Male;Colorado;No;Every 3 Months;['Hoodie'];[3.4]
50;Male;Colorado;No;Fortnightly;['Sandals'];[3.0]
50;Male;Colorado;Yes;Quarterly;['Backpack'];[2.6]
50;Male;Connecticut;No;Quarterly;['Hat'];[2.9]
50;Male;Connecticut;Yes;Weekly;['Handbag'];[2.6]
50;Male;Delaware;No;Monthly;['Shirt'];[4.8]
50;Male;Delaware;Yes;Monthly;['Hat'];[4.2]
50;Male;Georgia;Yes;Weekly;['Dress'];[4.9]
50;Male;Idaho;No;Weekly;['Belt'];[4.1]
50;Male;Idaho;Yes;Weekly;['Sweater'];[4.0]
