Customer ID;Age;Gender;Location;Subscription Status;Frequency of Purchases;Item Purchased;Category;Purchase Amount (USD);Size;Color;Season;Review Rating;Shipping Type;Discount Applied;Promo Code Used;Previous Purchases;Payment Method
1643;18;Male;Mississippi;No;Fortnightly;Coat;Outerwear;70;M;Beige;Spring;4.2;Store Pickup;Yes;Yes;16;PayPal
1644;38;Male;Ohio;No;Monthly;Scarf;Accessories;77;L;Pink;Summer;3.9;2-Day Shipping;Yes;Yes;6;PayPal
1645;68;Male;North Carolina;No;Monthly;Coat;Outerwear;90;S;Beige;Summer;3.9;Next Day Air;Yes;Yes;21;Debit Card
1646;53;Male;Ohio;No;Every 3 Months;Scarf;Accessories;36;L;Green;Summer;2.8;Standard;Yes;Yes;36;Venmo
1647;58;Male;Nebraska;No;Every 3 Months;Handbag;Accessories;77;S;Silver;Summer;3.7;Standard;Yes;Yes;20;Bank Transfer
1648;34;Male;Hawaii;No;Quarterly;Boots;Footwear;78;M;Purple;Summer;4.9;Store Pickup;Yes;Yes;8;Debit Card
1649;36;Male;Oklahoma;No;Monthly;Pants;Clothing;69;M;Gray;Summer;2.6;Express;Yes;Yes;22;Credit Card
1650;58;Male;Wisconsin;No;Quarterly;T-shirt;Clothing;63;M;White;Summer;4.9;Free Shipping;Yes;Yes;3;Credit Card
1651;60;Male;Arkansas;No;Fortnightly;Scarf;Accessories;36;M;Silver;Winter;3.4;Next Day Air;Yes;Yes;46;Credit Card
1652;59;Male;Texas;No;Monthly;Coat;Outerwear;80;M;Blue;Winter;3.9;Standard;Yes;Yes;42;Debit Card
1653;65;Male;New Mexico;No;Fortnightly;Sweater;Clothing;35;M;Orange;Summer;4;Next Day Air;Yes;Yes;1;Bank Transfer
1654;31;Male;Colorado;No;Bi-Weekly;Belt;Accessories;93;L;Silver;Winter;3;2-Day Shipping;Yes;Yes;29;Debit Card
1655;43;Male;Indiana;No;Quarterly;Belt;Accessories;25;L;Gray;Spring;2.6;Store Pickup;Yes;Yes;14;Credit Card
1656;37;Male;Arizona;No;Monthly;Sweater;Clothing;81;L;Gold;Spring;3.2;Next Day Air;Yes;Yes;4;PayPal
1657;21;Male;Indiana;No;Every 3 Months;Blouse;Clothing;42;L;Brown;Spring;2.6;2-Day Shipping;Yes;Yes;41;PayPal
1658;69;Male;Indiana;No;Bi-Weekly;Skirt;Clothing;36;L;Turquoise;Spring;3.2;Store Pickup;Yes;Yes;4;Debit Card
1659;32;Male;Alaska;No;Weekly;Jewelry;Accessories;66;S;Pink;Spring;4.1;Store Pickup;Yes;Yes;47;Cash
1660;53;Male;Utah;No;Annually;Gloves;Accessories;37;M;Black;Fall;3.9;Next Day Air;Yes;Yes;44;Venmo
1661;59;Male;Louisiana;No;Monthly;T-shirt;Clothing;45;L;Yellow;Winter;4.1;Standard;Yes;Yes;37;Venmo
1662;64;Male;Iowa;No;Quarterly;Gloves;Accessories;86;S;Beige;Summer;2.7;2-Day Shipping;Yes;Yes;21;Debit Card
1663;63;Male;New Mexico;No;Fortnightly;Sunglasses;Accessories;24;M;Olive;Winter;4.6;Free Shipping;Yes;Yes;46;Debit Card
1664;43;Male;Maine;No;Bi-Weekly;Shirt;Clothing;22;XL;Gold;Summer;3.5;Standard;Yes;Yes;1;Cash
1665;19;Male;Minnesota;No;Weekly;Handbag;Accessories;53;M;Purple;Spring;5;Next Day Air;Yes;Yes;35;PayPal
1666;40;Male;New Mexico;No;Monthly;Jacket;Outerwear;41;L;Pink;Fall;3.4;Next Day Air;Yes;Yes;49;Venmo
1667;51;Male;Arkansas;No;Annually;Skirt;Clothing;64;M;Blue;Summer;3.1;Store Pickup;Yes;Yes;47;PayPal
1668;51;Male;Oklahoma;No;Every 3 Months;Handbag;Accessories;40;L;Brown;Winter;3.4;2-Day Shipping;Yes;Yes;24;Bank Transfer
1669;66;Male;Utah;No;Fortnightly;Blouse;Clothing;33;L;Charcoal;Summer;4;Standard;Yes;Yes;28;Debit Card
1670;42;Male;Wisconsin;No;Quarterly;T-shirt;Clothing;59;L;Maroon;Winter;2.7;Store Pickup;Yes;Yes;22;Bank Transfer
1671;22;Male;Utah;No;Weekly;Pants;Clothing;73;L;Cyan;Fall;3.6;Free Shipping;Yes;Yes;20;Cash
1672;31;Male;Utah;No;Weekly;Hoodie;Clothing;22;M;Olive;Winter;4;Free Shipping;Yes;Yes;25;Bank Transfer
1673;18;Male;South Carolina;No;Quarterly;Boots;Footwear;73;L;Gold;Fall;3.8;Free Shipping;Yes;Yes;15;Venmo
1674;21;Male;Hawaii;No;Bi-Weekly;Blouse;Clothing;62;M;Violet;Fall;3.4;Next Day Air;Yes;Yes;49;Venmo
1675;35;Male;Alaska;No;Fortnightly;Coat;Outerwear;56;M;Peach;Winter;3.2;Free Shipping;Yes;Yes;10;Debit Card
1676;35;Male;Colorado;No;Annually;Pants;Clothing;90;M;Beige;Spring;4.7;Next Day Air;Yes;Yes;21;Credit Card
1677;27;Male;West Virginia;No;Weekly;Sunglasses;Accessories;44;M;Cyan;Winter;3.1;Next Day Air;Yes;Yes;34;Bank Transfer
1678;65;Male;Oregon;No;Weekly;Jeans;Clothing;35;L;Silver;Summer;3.3;Next Day Air;No;No;41;Debit Card
1679;41;Male;Ohio;No;Fortnightly;Pants;Clothing;71;S;Magenta;Summer;4.8;2-Day Shipping;No;No;30;Venmo
1680;60;Male;Massachusetts;No;Bi-Weekly;Dress;Clothing;52;S;Black;Fall;4.5;Next Day Air;No;No;24;Debit Card
1681;61;Male;Louisiana;No;Annually;Shoes;Footwear;37;M;Olive;Summer;3.4;Store Pickup;No;No;6;Credit Card
1682;24;Male;Virginia;No;Bi-Weekly;Sneakers;Footwear;95;L;Green;Winter;3.7;2-Day Shipping;No;No;14;Credit Card
1683;65;Male;New York;No;Bi-Weekly;Socks;Clothing;97;M;Yellow;Fall;4.9;2-Day Shipping;No;No;37;Credit Card
1684;23;Male;Arkansas;No;Quarterly;Coat;Outerwear;57;S;Lavender;Spring;3.5;Next Day Air;No;No;37;Venmo
1685;30;Male;New Mexico;No;Weekly;Shirt;Clothing;93;M;Indigo;Spring;4.6;Standard;No;No;28;PayPal
1686;33;Male;Minnesota;No;Bi-Weekly;Blouse;Clothing;48;M;Pink;Winter;4.6;Standard;No;No;43;PayPal
1687;22;Male;Illinois;No;Annually;Gloves;Accessories;75;L;Red;Fall;4.2;Store Pickup;No;No;25;Cash
1688;67;Male;Georgia;No;Annually;Skirt;Clothing;70;S;Magenta;Winter;3.7;Free Shipping;No;No;4;PayPal
1689;28;Male;Mississippi;No;Fortnightly;Handbag;Accessories;26;S;Peach;Winter;3;Next Day Air;No;No;13;Venmo
1690;32;Male;North Carolina;No;Monthly;Shirt;Clothing;73;L;Turquoise;Winter;4.6;Store Pickup;No;No;32;Bank Transfer
1691;40;Male;Nevada;No;Annually;Coat;Outerwear;30;M;Black;Summer;3.2;Free Shipping;No;No;1;Cash
1692;64;Male;Connecticut;No;Annually;Shoes;Footwear;61;L;Blue;Summer;3.5;Next Day Air;No;No;4;Cash
1693;56;Male;Utah;No;Bi-Weekly;Handbag;Accessories;75;M;Beige;Winter;2.6;Standard;No;No;33;Cash
1694;63;Male;Tennessee;No;Fortnightly;Jacket;Outerwear;88;XL;Olive;Fall;4.9;Standard;No;No;45;Bank Transfer
1695;20;Male;Mississippi;No;Fortnightly;Shirt;Clothing;67;M;Turquoise;Summer;2.7;Express;No;No;20;Debit Card
1696;54;Male;Nebraska;No;Fortnightly;Hat;Accessories;95;S;Yellow;Fall;4.7;2-Day Shipping;No;No;1;PayPal
1697;31;Male;West Virginia;No;Bi-Weekly;Sunglasses;Accessories;69;S;Turquoise;Spring;4;Free Shipping;No;No;7;Credit Card
1698;36;Male;South Carolina;No;Every 3 Months;Shirt;Clothing;87;L;Lavender;Fall;3.5;Next Day Air;No;No;48;Credit Card
1699;25;Male;Iowa;No;Quarterly;Belt;Accessories;41;XL;Turquoise;Winter;4.8;Standard;No;No;46;Bank Transfer
1700;20;Male;North Dakota;No;Annually;Sweater;Clothing;67;L;Teal;Spring;4;Free Shipping;No;No;34;Debit Card
1701;62;Male;West Virginia;No;Monthly;Hoodie;Clothing;70;L;Black;Fall;4.1;Express;No;No;36;Bank Transfer
1702;69;Male;Mississippi;No;Every 3 Months;Handbag;Accessories;41;XL;Blue;Winter;3.8;Next Day Air;No;No;44;Debit Card
1703;54;Male;Alabama;No;Weekly;Jeans;Clothing;83;XL;Yellow;Summer;5;Express;No;No;48;Bank Transfer
1704;39;Male;California;No;Annually;Backpack;Accessories;22;M;Black;Spring;4;Next Day Air;No;No;12;Bank Transfer
1705;56;Male;Idaho;No;Every 3 Months;Sneakers;Footwear;20;M;Lavender;Summer;3.9;Store Pickup;No;No;19;Cash
1706;39;Male;South Dakota;No;Bi-Weekly;Jewelry;Accessories;29;L;Cyan;Summer;3.4;2-Day Shipping;No;No;49;Venmo
1707;37;Male;North Dakota;No;Fortnightly;Sunglasses;Accessories;87;M;Brown;Spring;3;Standard;No;No;25;Venmo
1708;25;Male;Nevada;No;Bi-Weekly;Shorts;Clothing;81;L;Maroon;Fall;4.9;2-Day Shipping;No;No;25;Cash
1709;35;Male;Florida;No;Quarterly;Boots;Footwear;58;L;Cyan;Spring;3.2;Express;No;No;1;Credit Card
1710;45;Male;Indiana;No;Annually;Skirt;Clothing;83;M;Pink;Winter;3.8;Standard;No;No;19;Bank Transfer
1711;19;Male;Arkansas;No;Quarterly;Pants;Clothing;59;XL;Orange;Fall;3.8;Store Pickup;No;No;7;Credit Card
1712;21;Male;North Carolina;No;Monthly;T-shirt;Clothing;93;M;Lavender;Spring;4.7;Express;No;No;19;Credit Card
1713;65;Male;Illinois;No;Fortnightly;T-shirt;Clothing;87;S;Beige;Fall;3.8;2-Day Shipping;No;No;9;Cash
1714;49;Male;Missouri;No;Quarterly;Jacket;Outerwear;22;M;Pink;Winter;4.6;Free Shipping;No;No;37;PayPal
1715;30;Male;South Dakota;No;Monthly;Jeans;Clothing;71;S;Charcoal;Summer;4.4;Standard;No;No;15;Cash
1716;23;Male;Idaho;No;Bi-Weekly;Dress;Clothing;69;XL;Gray;Spring;3.4;2-Day Shipping;No;No;30;PayPal
1717;69;Male;Connecticut;No;Every 3 Months;Blouse;Clothing;47;M;Cyan;Winter;4.7;Standard;No;No;30;Cash
1718;29;Male;Hawaii;No;Bi-Weekly;Hoodie;Clothing;50;L;Orange;Summer;2.9;Express;No;No;16;Debit Card
1719;54;Male;Maryland;No;Every 3 Months;T-shirt;Clothing;96;L;Pink;Winter;3.4;2-Day Shipping;No;No;14;PayPal
1720;45;Male;Maryland;No;Quarterly;Sweater;Clothing;39;M;White;Winter;3.2;Free Shipping;No;No;8;Venmo
1721;25;Male;Massachusetts;No;Bi-Weekly;Shorts;Clothing;84;S;Beige;Winter;2.8;Express;No;No;40;Debit Card
1722;34;Male;Delaware;No;Monthly;Jewelry;Accessories;28;S;Magenta;Spring;4.3;Free Shipping;No;No;24;Credit Card
1723;46;Male;Massachusetts;No;Fortnightly;T-shirt;Clothing;51;L;Violet;Summer;3.3;Standard;No;No;14;Cash
1724;70;Male;New York;No;Annually;Scarf;Accessories;20;XL;Gold;Spring;3.3;Standard;No;No;39;PayPal
1725;42;Male;Delaware;No;Weekly;Shoes;Footwear;72;S;Teal;Winter;3.3;Free Shipping;No;No;21;PayPal
1726;45;Male;Massachusetts;No;Quarterly;Sunglasses;Accessories;33;M;Indigo;Spring;3;Next Day Air;No;No;32;Venmo
1727;57;Male;Indiana;No;Weekly;Coat;Outerwear;28;S;Olive;Summer;2.8;Express;No;No;45;Debit Card
1728;49;Male;Virginia;No;Monthly;Blouse;Clothing;53;S;Violet;Spring;4;Express;No;No;19;PayPal
1729;23;Male;Wyoming;No;Every 3 Months;Jeans;Clothing;48;L;Black;Fall;4.3;Express;No;No;1;Debit Card
1730;47;Male;Illinois;No;Fortnightly;Shorts;Clothing;21;M;Brown;Winter;3.8;Store Pickup;No;No;12;Venmo
1731;23;Male;Alabama;No;Weekly;Shirt;Clothing;22;S;Silver;Fall;4.2;Free Shipping;No;No;26;Credit Card
1732;21;Male;Idaho;No;Monthly;Backpack;Accessories;87;M;Gray;Fall;3.1;Next Day Air;No;No;12;Cash
1733;45;Male;Rhode Island;No;Every 3 Months;Belt;Accessories;50;S;Charcoal;Winter;2.6;Free Shipping;No;No;36;Cash
1734;67;Male;New York;No;Annually;Blouse;Clothing;85;L;Black;Summer;3.4;Express;No;No;22;Credit Card
1735;31;Male;Missouri;No;Quarterly;Jeans;Clothing;98;L;Brown;Spring;3.1;Next Day Air;No;No;16;PayPal
1736;58;Male;Texas;No;Annually;Dress;Clothing;34;M;Purple;Winter;3.6;Express;No;No;31;Venmo
1737;57;Male;Tennessee;No;Quarterly;Shorts;Clothing;61;M;Purple;Summer;2.6;2-Day Shipping;No;No;43;Cash
1738;42;Male;Ohio;No;Bi-Weekly;Jewelry;Accessories;98;L;Gray;Summer;4.2;Store Pickup;No;No;50;Venmo
1739;60;Male;Tennessee;No;Weekly;Handbag;Accessories;61;M;Green;Spring;2.9;2-Day Shipping;No;No;37;Credit Card
1740;21;Male;Minnesota;No;Weekly;Jewelry;Accessories;98;L;Silver;Winter;4.2;Express;No;No;23;Cash
1741;69;Male;Wisconsin;No;Every 3 Months;Pants;Clothing;21;L;Charcoal;Fall;3.3;Next Day Air;No;No;10;Bank Transfer
1742;41;Male;Delaware;No;Monthly;Pants;Clothing;51;XL;Teal;Winter;3.6;Next Day Air;No;No;20;Bank Transfer
1743;51;Male;Kansas;No;Every 3 Months;Sandals;Footwear;80;XL;White;Spring;4.3;Express;No;No;18;Venmo
1744;23;Male;Missouri;No;Weekly;Skirt;Clothing;72;XL;Brown;Winter;3.3;Standard;No;No;3;Bank Transfer
1745;57;Male;Michigan;No;Weekly;Sunglasses;Accessories;63;L;Teal;Winter;3;Standard;No;No;23;PayPal
1746;40;Male;West Virginia;No;Weekly;Skirt;Clothing;27;L;Red;Winter;3.6;Store Pickup;No;No;27;Cash
1747;65;Male;Alabama;No;Fortnightly;Handbag;Accessories;44;L;Brown;Summer;3.1;Store Pickup;No;No;44;Bank Transfer
1748;61;Male;New Hampshire;No;Quarterly;Coat;Outerwear;23;M;Yellow;Winter;2.9;Express;No;No;41;Venmo
1749;34;Male;Montana;No;Annually;Skirt;Clothing;93;L;Teal;Winter;3.9;2-Day Shipping;No;No;41;Bank Transfer
1750;43;Male;Wyoming;No;Every 3 Months;Hoodie;Clothing;70;L;Pink;Fall;3.2;2-Day Shipping;No;No;36;Debit Card
1751;31;Male;Missouri;No;Every 3 Months;Sunglasses;Accessories;85;M;White;Fall;3.1;Express;No;No;38;Venmo
1752;57;Male;Ohio;No;Annually;Sweater;Clothing;40;M;Silver;Winter;3.2;2-Day Shipping;No;No;34;Cash
1753;34;Male;South Dakota;No;Quarterly;Boots;Footwear;29;L;Blue;Winter;3.3;Store Pickup;No;No;14;Venmo
1754;25;Male;Colorado;No;Fortnightly;Skirt;Clothing;27;L;Black;Fall;4.8;Next Day Air;No;No;23;Credit Card
1755;66;Male;Massachusetts;No;Fortnightly;Dress;Clothing;93;S;Beige;Fall;3.8;2-Day Shipping;No;No;18;Credit Card
1756;56;Male;Delaware;No;Monthly;Belt;Accessories;20;XL;Charcoal;Spring;4.6;Next Day Air;No;No;45;Cash
1757;49;Male;New Hampshire;No;Weekly;Jewelry;Accessories;55;S;Cyan;Fall;2.8;Free Shipping;No;No;14;Bank Transfer
1758;19;Male;Michigan;No;Annually;Dress;Clothing;94;L;Yellow;Fall;3.6;Standard;No;No;48;Debit Card
1759;27;Male;Pennsylvania;No;Bi-Weekly;Hat;Accessories;56;M;Silver;Winter;4.3;Free Shipping;No;No;17;Venmo
1760;68;Male;Louisiana;No;Weekly;Sweater;Clothing;58;L;Green;Spring;4;Next Day Air;No;No;1;PayPal
1761;20;Male;Minnesota;No;Weekly;Skirt;Clothing;44;XL;Peach;Spring;3.5;Standard;No;No;39;PayPal
1762;21;Male;Hawaii;No;Weekly;Hoodie;Clothing;95;S;Green;Fall;4.9;2-Day Shipping;No;No;24;Cash
1763;36;Male;Idaho;No;Fortnightly;Sandals;Footwear;42;M;Brown;Summer;3.1;Express;No;No;41;Bank Transfer
1764;37;Male;Vermont;No;Annually;Jewelry;Accessories;93;M;Lavender;Winter;3.9;Store Pickup;No;No;28;PayPal
1765;61;Male;Delaware;No;Quarterly;Dress;Clothing;56;M;Charcoal;Summer;3;Store Pickup;No;No;34;Venmo
1766;68;Male;New Mexico;No;Quarterly;Hoodie;Clothing;88;M;Orange;Spring;4.1;2-Day Shipping;No;No;41;Venmo
1767;60;Male;Alaska;No;Bi-Weekly;Sweater;Clothing;54;S;Cyan;Winter;4.3;2-Day Shipping;No;No;27;Cash
1768;69;Male;Minnesota;No;Fortnightly;Jewelry;Accessories;89;L;Lavender;Fall;3.8;2-Day Shipping;No;No;46;Debit Card
1769;25;Male;Nebraska;No;Every 3 Months;Sandals;Footwear;45;M;Indigo;Summer;3.9;2-Day Shipping;No;No;2;PayPal
1770;32;Male;Alaska;No;Monthly;Socks;Clothing;75;L;Brown;Winter;4.3;Free Shipping;No;No;45;Cash
1771;53;Male;Michigan;No;Weekly;Backpack;Accessories;22;M;Pink;Fall;4.3;Express;No;No;34;Bank Transfer
1772;46;Male;Indiana;No;Annually;Shirt;Clothing;82;XL;Turquoise;Fall;4.7;Store Pickup;No;No;9;Credit Card
1773;58;Male;Hawaii;No;Annually;Shoes;Footwear;34;M;Gold;Summer;3.1;2-Day Shipping;No;No;1;Bank Transfer
1774;21;Male;West Virginia;No;Annually;Coat;Outerwear;92;M;Blue;Summer;2.7;Free Shipping;No;No;17;PayPal
1775;46;Male;New York;No;Weekly;Sweater;Clothing;78;M;Lavender;Spring;3.7;Express;No;No;6;PayPal
1776;18;Male;Iowa;No;Bi-Weekly;Jacket;Outerwear;47;M;Violet;Spring;3.3;2-Day Shipping;No;No;12;Cash
1777;56;Male;Arizona;No;Every 3 Months;Jacket;Outerwear;64;L;Cyan;Summer;3.4;Free Shipping;No;No;10;Venmo
1778;18;Male;Minnesota;No;Fortnightly;Sneakers;Footwear;44;L;Purple;Winter;4.7;Free Shipping;No;No;4;Cash
1779;49;Male;Texas;No;Bi-Weekly;Belt;Accessories;94;M;Red;Winter;4.9;Store Pickup;No;No;8;Debit Card
1780;29;Male;Virginia;No;Weekly;Scarf;Accessories;62;M;Charcoal;Winter;4.3;Free Shipping;No;No;41;Venmo
1781;67;Male;North Dakota;No;Weekly;Jewelry;Accessories;81;S;Gray;Summer;4.2;Next Day Air;No;No;49;Credit Card
1782;31;Male;Iowa;No;Quarterly;T-shirt;Clothing;33;M;Pink;Fall;3.7;Express;No;No;49;Bank Transfer
1783;52;Male;Utah;No;Fortnightly;Pants;Clothing;88;M;Lavender;Fall;2.7;Next Day Air;No;No;40;Bank Transfer
1784;42;Male;Ohio;No;Monthly;Handbag;Accessories;49;L;Lavender;Winter;3.3;Free Shipping;No;No;30;Credit Card
1785;32;Male;Louisiana;No;Quarterly;Backpack;Accessories;31;L;Yellow;Summer;4.8;Standard;No;No;4;Debit Card
1786;47;Male;Iowa;No;Monthly;Gloves;Accessories;29;S;Peach;Fall;4.1;Next Day Air;No;No;22;Venmo
1787;45;Male;Maryland;No;Monthly;Jacket;Outerwear;34;M;Brown;Spring;4.6;2-Day Shipping;No;No;22;Venmo
1788;20;Male;Montana;No;Quarterly;Sweater;Clothing;38;L;Gold;Fall;4.9;2-Day Shipping;No;No;10;Bank Transfer
1789;66;Male;Illinois;No;Bi-Weekly;Blouse;Clothing;41;L;Pink;Summer;3.1;Store Pickup;No;No;23;Cash
1790;52;Male;Arizona;No;Quarterly;Blouse;Clothing;34;L;Peach;Spring;3;2-Day Shipping;No;No;43;Debit Card
1791;50;Male;North Carolina;No;Bi-Weekly;Gloves;Accessories;26;S;Violet;Summer;3.7;Store Pickup;No;No;31;PayPal
1792;62;Male;Montana;No;Annually;Jeans;Clothing;98;S;Purple;Winter;4;Store Pickup;No;No;38;Cash
1793;38;Male;Iowa;No;Every 3 Months;Sneakers;Footwear;59;M;Peach;Fall;3;Express;No;No;22;Debit Card
1794;65;Male;Iowa;No;Every 3 Months;Hat;Accessories;92;S;White;Fall;3.8;Store Pickup;No;No;45;Cash
1795;60;Male;Ohio;No;Fortnightly;Backpack;Accessories;40;L;Indigo;Spring;3.7;Express;No;No;21;Debit Card
1796;68;Male;Wisconsin;No;Fortnightly;Jeans;Clothing;20;S;Violet;Fall;4;2-Day Shipping;No;No;9;Debit Card
1797;62;Male;South Carolina;No;Weekly;Skirt;Clothing;35;S;Brown;Spring;3.1;Store Pickup;No;No;34;Venmo
1798;62;Male;Oregon;No;Weekly;Belt;Accessories;35;L;Maroon;Spring;3.9;2-Day Shipping;No;No;26;Venmo
1799;40;Male;North Dakota;No;Weekly;Dress;Clothing;82;L;Magenta;Winter;3.7;Express;No;No;1;Cash
1800;32;Male;California;No;Weekly;Hoodie;Clothing;48;M;Charcoal;Fall;3.9;Express;No;No;47;Venmo
1801;22;Male;Mississippi;No;Weekly;Coat;Outerwear;58;XL;Indigo;Winter;2.7;Express;No;No;30;Credit Card
1802;33;Male;New Jersey;No;Fortnightly;Sweater;Clothing;57;M;Turquoise;Spring;3.9;Express;No;No;48;Debit Card
1803;57;Male;Rhode Island;No;Bi-Weekly;Shorts;Clothing;96;L;Turquoise;Winter;2.6;Store Pickup;No;No;31;Venmo
1804;60;Male;New Hampshire;No;Fortnightly;Sneakers;Footwear;97;S;Gray;Summer;3.5;Free Shipping;No;No;33;Venmo
1805;30;Male;Louisiana;No;Weekly;Sweater;Clothing;42;L;Peach;Winter;4.4;Next Day Air;No;No;39;Credit Card
1806;41;Male;Arizona;No;Weekly;T-shirt;Clothing;62;L;Gold;Spring;4.9;Store Pickup;No;No;46;Debit Card
1807;58;Male;Rhode Island;No;Annually;Handbag;Accessories;67;M;Green;Fall;3.9;Standard;No;No;24;Venmo
1808;34;Male;Vermont;No;Fortnightly;Sneakers;Footwear;46;L;Gold;Summer;3.5;Standard;No;No;37;Venmo
1809;67;Male;Tennessee;No;Monthly;Jacket;Outerwear;71;M;Lavender;Spring;4.3;Next Day Air;No;No;7;Debit Card
1810;58;Male;Alaska;No;Fortnightly;Backpack;Accessories;99;S;Blue;Fall;3.4;Free Shipping;No;No;6;Debit Card
1811;41;Male;Maryland;No;Bi-Weekly;Jeans;Clothing;28;M;Magenta;Fall;2.7;Standard;No;No;16;Cash
1812;42;Male;Wisconsin;No;Annually;Belt;Accessories;77;L;Blue;Summer;3.6;Standard;No;No;33;Bank Transfer
1813;50;Male;Nevada;No;Bi-Weekly;Boots;Footwear;63;S;Blue;Summer;4.9;Express;No;No;18;PayPal
1814;40;Male;Illinois;No;Weekly;Shorts;Clothing;62;M;Olive;Spring;3.5;Free Shipping;No;No;24;PayPal
1815;32;Male;Montana;No;Quarterly;Jeans;Clothing;92;M;White;Summer;3.8;Free Shipping;No;No;24;Cash
1816;51;Male;New Mexico;No;Every 3 Months;Shoes;Footwear;72;L;White;Winter;4.5;2-Day Shipping;No;No;48;Credit Card
1817;26;Male;Virginia;No;Weekly;Hat;Accessories;79;M;Purple;Summer;4;Express;No;No;4;Cash
1818;32;Male;Delaware;No;Weekly;T-shirt;Clothing;27;M;White;Summer;4.7;Free Shipping;No;No;20;Cash
1819;58;Male;North Carolina;No;Every 3 Months;Sunglasses;Accessories;39;M;White;Fall;3.8;Express;No;No;47;Debit Card
1820;51;Male;Nevada;No;Quarterly;Socks;Clothing;86;S;Peach;Spring;4.5;Next Day Air;No;No;50;Cash
1821;19;Male;Washington;No;Monthly;Shirt;Clothing;94;XL;Gold;Fall;5;Express;No;No;31;PayPal
1822;57;Male;Maine;No;Quarterly;Shorts;Clothing;53;M;Teal;Spring;2.8;Express;No;No;29;PayPal
1823;66;Male;Connecticut;No;Annually;Shirt;Clothing;85;S;Cyan;Summer;4.4;Standard;No;No;4;Cash
1824;62;Male;Louisiana;No;Bi-Weekly;Socks;Clothing;50;L;Pink;Fall;4.7;Free Shipping;No;No;40;Bank Transfer
1825;58;Male;Illinois;No;Monthly;Pants;Clothing;47;XL;Magenta;Winter;3.8;Express;No;No;31;Cash
1826;23;Male;South Dakota;No;Weekly;Boots;Footwear;75;M;Pink;Winter;4.9;Next Day Air;No;No;41;Credit Card
1827;45;Male;Indiana;No;Annually;T-shirt;Clothing;60;M;Turquoise;Winter;4.2;Express;No;No;44;Debit Card
1828;20;Male;Vermont;No;Weekly;T-shirt;Clothing;36;S;Pink;Spring;4.9;2-Day Shipping;No;No;31;Bank Transfer
1829;33;Male;New Hampshire;No;Every 3 Months;Coat;Outerwear;80;L;Gray;Spring;3.9;Express;No;No;45;Cash
1830;30;Male;Oregon;No;Quarterly;Hat;Accessories;96;M;White;Spring;4.9;2-Day Shipping;No;No;50;Credit Card
1831;50;Male;Kansas;No;Annually;Sunglasses;Accessories;80;M;Blue;Winter;4.8;Express;No;No;7;Venmo
1832;62;Male;Maine;No;Every 3 Months;Blouse;Clothing;71;M;Cyan;Summer;3.3;Free Shipping;No;No;5;Bank Transfer
1833;69;Male;Louisiana;No;Monthly;Jewelry;Accessories;29;M;Blue;Fall;4.6;Free Shipping;No;No;48;Cash
1834;34;Male;Louisiana;No;Fortnightly;Jewelry;Accessories;53;M;Yellow;Spring;4.5;2-Day Shipping;No;No;19;PayPal
1835;49;Male;Indiana;No;Fortnightly;Skirt;Clothing;35;M;Charcoal;Summer;4.1;2-Day Shipping;No;No;39;Venmo
1836;65;Male;Kentucky;No;Quarterly;Scarf;Accessories;75;M;Lavender;Fall;3.2;2-Day Shipping;No;No;45;Credit Card
1837;66;Male;South Carolina;No;Monthly;Pants;Clothing;52;M;Teal;Fall;4.2;2-Day Shipping;No;No;35;Credit Card
1838;41;Male;Montana;No;Monthly;Hat;Accessories;77;M;Beige;Winter;4.8;Free Shipping;No;No;8;Venmo
1839;37;Male;Vermont;No;Quarterly;Gloves;Accessories;24;L;Blue;Fall;4.1;Next Day Air;No;No;11;Credit Card
1840;32;Male;Mississippi;No;Annually;Shirt;Clothing;78;XL;Purple;Winter;3.7;Store Pickup;No;No;32;Cash
1841;42;Male;Wyoming;No;Every 3 Months;Sandals;Footwear;98;M;Gold;Winter;2.6;Store Pickup;No;No;46;Bank Transfer
1842;31;Male;Vermont;No;Every 3 Months;Socks;Clothing;57;L;Blue;Winter;3;Standard;No;No;7;PayPal
1843;61;Male;Alabama;No;Annually;Handbag;Accessories;78;M;Black;Summer;4.4;Express;No;No;1;Debit Card
1844;36;Male;Kentucky;No;Monthly;Jacket;Outerwear;76;M;Charcoal;Fall;4.7;Next Day Air;No;No;32;Credit Card
1845;60;Male;South Dakota;No;Annually;Shorts;Clothing;26;M;Purple;Spring;2.7;2-Day Shipping;No;No;31;Credit Card
1846;51;Male;Delaware;No;Quarterly;Sandals;Footwear;78;M;Orange;Winter;2.8;2-Day Shipping;No;No;39;Bank Transfer
1847;68;Male;Wisconsin;No;Quarterly;Scarf;Accessories;53;M;Yellow;Summer;2.9;Standard;No;No;9;Venmo
1848;46;Male;Arizona;No;Weekly;Sandals;Footwear;100;XL;Cyan;Summer;4.4;Free Shipping;No;No;49;Credit Card
1849;19;Male;Maine;No;Every 3 Months;Jeans;Clothing;73;XL;Yellow;Winter;2.7;Express;No;No;34;Cash
1850;30;Male;New Mexico;No;Monthly;Skirt;Clothing;40;M;Maroon;Winter;4.5;Store Pickup;No;No;35;Bank Transfer
1851;51;Male;Wyoming;No;Weekly;Gloves;Accessories;76;S;Black;Winter;2.8;Store Pickup;No;No;50;Debit Card
