Age;Gender;Location;Subscription Status;Frequency of Purchases;Item Purchased
34;Female;New Hampshire;No;Quarterly;Belt
34;Female;New Jersey;No;Bi-Weekly;Backpack
34;Female;North Carolina;No;Monthly;T-shirt
34;Female;North Dakota;No;Every 3 Months;Jacket
34;Female;North Dakota;No;Fortnightly;Hat
34;Female;Rhode Island;No;Every 3 Months;Coat
34;Female;South Carolina;No;Bi-Weekly;Boots
34;Female;Virginia;No;Weekly;Hoodie
34;Male;Alabama;No;Every 3 Months;Hoodie
34;Male;Alabama;Yes;Fortnightly;Sneakers
34;Male;Arizona;Yes;Quarterly;Sunglasses
34;Male;Arkansas;No;Quarterly;T-shirt
34;Male;California;No;Every 3 Months;Sunglasses
34;Male;Delaware;No;Monthly;Jewelry
34;Male;Florida;No;Annually;Jewelry
34;Male;Florida;No;Fortnightly;Pants
34;Male;Florida;No;Quarterly;Hat
34;Male;Florida;Yes;Annually;Gloves
34;Male;Florida;Yes;Every 3 Months;Dress, T-shirt
34;Male;Georgia;No;Weekly;Dress
34;Male;Georgia;Yes;Quarterly;Backpack
34;Male;Hawaii;No;Quarterly;Boots
34;Male;Idaho;No;Fortnightly;Backpack
34;Male;Idaho;Yes;Annually;Hoodie
34;Male;Indiana;No;Quarterly;T-shirt
34;Male;Kansas;No;Annually;Jewelry
34;Male;Louisiana;No;Fortnightly;Jewelry
34;Male;Louisiana;No;Weekly;Jewelry
34;Male;Louisiana;Yes;Fortnightly;Shoes
34;Male;Maryland;Yes;Annually;Sneakers
34;Male;Michigan;No;Annually;Jacket
34;Male;Michigan;No;Every 3 Months;Belt
34;Male;Minnesota;No;Bi-Weekly;Skirt
34;Male;Missouri;No;Quarterly;Sunglasses
34;Male;Montana;No;Annually;Skirt
34;Male;Nebraska;No;Every 3 Months;Pants
34;Male;New Hampshire;Yes;Bi-Weekly;Shirt
34;Male;New Jersey;No;Monthly;Blouse
34;Male;New Jersey;Yes;Weekly;Sneakers
34;Male;New York;No;Annually;Blouse
34;Male;New York;Yes;Quarterly;Shoes
34;Male;Oklahoma;No;Monthly;Socks
34;Male;Rhode Island;No;Bi-Weekly;Sandals
34;Male;South Dakota;No;Quarterly;Boots
34;Male;Tennessee;No;Monthly;Gloves
34;Male;Utah;No;Weekly;Jacket
34;Male;Vermont;No;Fortnightly;Sneakers
34;Male;Virginia;No;Bi-Weekly;Backpack
34;Male;Washington;Yes;Every 3 Months;Sandals
34;Male;West Virginia;Yes;Bi-Weekly;Hoodie
34;Male;West Virginia;Yes;Every 3 Months;Coat
34;Male;Wisconsin;No;Fortnightly;Backpack
34;Male;Wyoming;No;Every 3 Months;Hat
35;Female;Alaska;No;Fortnightly;Sandals
35;Female;Arkansas;No;Weekly;Blouse
35;Female;California;No;Monthly;Dress
35;Female;Colorado;No;Every 3 Months;Handbag
35;Female;Colorado;No;Monthly;Jacket
35;Female;Connecticut;No;Every 3 Months;Socks
35;Female;Georgia;No;Monthly;Shoes
35;Female;Georgia;No;Quarterly;Jewelry
35;Female;Georgia;No;Weekly;Sunglasses, T-shirt
35;Female;Illinois;No;Bi-Weekly;Shirt
35;Female;Illinois;No;Weekly;Gloves
35;Female;Kansas;No;Fortnightly;Boots
35;Female;Kentucky;No;Annually;Jewelry
35;Female;Kentucky;No;Weekly;Boots
35;Female;Michigan;No;Fortnightly;Jewelry
35;Female;Nebraska;No;Annually;Shirt
35;Female;Nevada;No;Weekly;Socks
35;Female;North Dakota;No;Fortnightly;Pants
35;Female;North Dakota;No;Monthly;Jacket
35;Female;South Dakota;No;Weekly;Sweater
35;Female;Washington;No;Fortnightly;Handbag
35;Male;Alaska;No;Fortnightly;Coat
35;Male;California;Yes;Every 3 Months;Boots
35;Male;Colorado;No;Annually;Pants, Backpack
35;Male;Colorado;No;Every 3 Months;Blouse
35;Male;Colorado;Yes;Quarterly;Hoodie
35;Male;Delaware;No;Quarterly;Hat
35;Male;Delaware;Yes;Monthly;T-shirt
35;Male;Florida;No;Quarterly;Boots
35;Male;Georgia;No;Every 3 Months;Hoodie
35;Male;Idaho;No;Monthly;Skirt
35;Male;Illinois;Yes;Fortnightly;T-shirt
35;Male;Indiana;No;Fortnightly;Jewelry
35;Male;Indiana;Yes;Weekly;Jeans
35;Male;Kansas;Yes;Annually;Jewelry
35;Male;Kentucky;No;Annually;Shirt
35;Male;Maryland;No;Bi-Weekly;Jewelry
35;Male;Maryland;No;Monthly;Gloves
35;Male;Maryland;Yes;Weekly;Boots
35;Male;Massachusetts;No;Fortnightly;Dress
35;Male;Massachusetts;Yes;Monthly;Sandals
35;Male;Minnesota;No;Bi-Weekly;T-shirt
35;Male;Minnesota;No;Fortnightly;Sneakers
35;Male;Minnesota;Yes;Monthly;Shorts
35;Male;Mississippi;No;Annually;Hat
35;Male;Mississippi;Yes;Annually;Shirt
35;Male;Missouri;No;Quarterly;Handbag
35;Male;Missouri;No;Weekly;Sweater
35;Male;Missouri;Yes;Annually;Shorts
35;Male;Missouri;Yes;Monthly;Jewelry
35;Male;Nevada;Yes;Bi-Weekly;Sunglasses
35;Male;New Hampshire;No;Weekly;Jacket, Boots
35;Male;New Jersey;No;Quarterly;Belt
35;Male;New Mexico;No;Every 3 Months;Sunglasses
35;Male;North Dakota;No;Quarterly;Blouse
35;Male;North Dakota;Yes;Every 3 Months;Sunglasses
35;Male;Oklahoma;No;Monthly;Jacket
35;Male;Oklahoma;Yes;Annually;Sunglasses
35;Male;Oklahoma;Yes;Bi-Weekly;Shirt
35;Male;Oklahoma;Yes;Monthly;Hoodie
35;Male;Oregon;No;Every 3 Months;Gloves
35;Male;South Carolina;No;Annually;Shorts
35;Male;South Carolina;No;Quarterly;Shirt
35;Male;South Dakota;Yes;Quarterly;Hat
35;Male;Tennessee;No;Bi-Weekly;Hoodie
35;Male;Texas;Yes;Monthly;Coat
35;Male;Washington;No;Weekly;Backpack
35;Male;Wisconsin;No;Monthly;Sandals
35;Male;Wyoming;Yes;Fortnightly;Backpack
36;Female;Alabama;No;Bi-Weekly;Jewelry, Blouse
36;Female;Alabama;No;Every 3 Months;Jewelry
36;Female;Arizona;No;Quarterly;Handbag
36;Female;Arkansas;No;Monthly;Sandals
36;Female;Arkansas;No;Quarterly;Pants
36;Female;California;No;Monthly;Boots
36;Female;Colorado;No;Annually;Shirt
36;Female;Colorado;No;Quarterly;Dress
36;Female;Connecticut;No;Every 3 Months;Boots
36;Female;Delaware;No;Monthly;Sandals
36;Female;Indiana;No;Annually;Shoes
36;Female;Kentucky;No;Quarterly;Shirt
36;Female;Mississippi;No;Bi-Weekly;Sunglasses
36;Female;Nebraska;No;Fortnightly;Backpack
36;Female;Nevada;No;Every 3 Months;Backpack
36;Female;North Dakota;No;Annually;Socks
36;Female;Ohio;No;Quarterly;Sunglasses
36;Female;Oklahoma;No;Fortnightly;Pants
36;Female;South Dakota;No;Monthly;Socks
36;Female;Tennessee;No;Bi-Weekly;Pants
36;Female;Utah;No;Annually;Coat
36;Female;Vermont;No;Every 3 Months;Belt
36;Female;West Virginia;No;Fortnightly;Boots
36;Male;California;Yes;Monthly;Handbag
36;Male;Colorado;No;Every 3 Months;Pants
36;Male;Colorado;Yes;Annually;Pants
36;Male;Connecticut;No;Weekly;Shoes
36;Male;Delaware;Yes;Bi-Weekly;Hoodie
36;Male;Florida;No;Fortnightly;Scarf
36;Male;Hawaii;No;Weekly;Sunglasses
36;Male;Idaho;No;Every 3 Months;Coat
36;Male;Idaho;No;Fortnightly;Sandals
36;Male;Idaho;Yes;Monthly;Hat
36;Male;Indiana;No;Every 3 Months;Belt
36;Male;Kansas;Yes;Annually;Jacket
36;Male;Kentucky;No;Monthly;Jacket
36;Male;Massachusetts;No;Monthly;Hat
36;Male;Minnesota;Yes;Fortnightly;Shirt
36;Male;Montana;No;Monthly;Belt
36;Male;Montana;No;Quarterly;Coat
36;Male;Nebraska;Yes;Every 3 Months;Backpack
36;Male;Nevada;No;Every 3 Months;Backpack
36;Male;Nevada;Yes;Fortnightly;Skirt
36;Male;New Mexico;No;Fortnightly;Hoodie, Sneakers
36;Male;New Mexico;No;Weekly;Jewelry
36;Male;North Carolina;Yes;Quarterly;Gloves
36;Male;North Dakota;No;Weekly;T-shirt
36;Male;North Dakota;Yes;Annually;Belt
36;Male;North Dakota;Yes;Quarterly;T-shirt
36;Male;Ohio;Yes;Weekly;Sneakers
36;Male;Oklahoma;No;Monthly;Pants
36;Male;Oregon;No;Quarterly;Dress
36;Male;Oregon;Yes;Fortnightly;Sandals, Belt
36;Male;Rhode Island;Yes;Annually;Hat
36;Male;Rhode Island;Yes;Monthly;Shoes
36;Male;South Carolina;No;Every 3 Months;Shirt
36;Male;South Carolina;No;Monthly;Scarf
36;Male;Tennessee;No;Monthly;Hat
36;Male;Texas;No;Quarterly;T-shirt
36;Male;Texas;Yes;Weekly;Dress
36;Male;Utah;No;Monthly;Gloves
36;Male;Vermont;Yes;Annually;Shorts
36;Male;Vermont;Yes;Fortnightly;Hat
36;Male;Virginia;No;Fortnightly;Boots
36;Male;Virginia;Yes;Annually;Dress
36;Male;Washington;Yes;Every 3 Months;T-shirt
36;Male;West Virginia;No;Monthly;Sandals
36;Male;West Virginia;Yes;Weekly;Blouse
36;Male;Wisconsin;No;Monthly;Scarf
36;Male;Wisconsin;No;Quarterly;Blouse
36;Male;Wisconsin;Yes;Fortnightly;Blouse
37;Female;Alabama;No;Every 3 Months;Sandals
37;Female;Connecticut;No;Annually;Jewelry
37;Female;Connecticut;No;Monthly;T-shirt
37;Female;Delaware;No;Monthly;Hoodie
37;Female;Florida;No;Annually;Hat
37;Female;Florida;No;Monthly;Skirt
37;Female;Idaho;No;Quarterly;Hoodie
37;Female;Iowa;No;Quarterly;Jewelry
37;Female;Kansas;No;Weekly;Scarf
37;Female;Kentucky;No;Fortnightly;Shirt
37;Female;Massachusetts;No;Bi-Weekly;Boots
37;Female;Missouri;No;Weekly;T-shirt
37;Female;Montana;No;Weekly;Socks
37;Female;New York;No;Every 3 Months;Blouse
37;Female;North Dakota;No;Quarterly;Jacket
37;Female;Pennsylvania;No;Weekly;Hat
37;Female;Utah;No;Bi-Weekly;Dress
37;Female;West Virginia;No;Weekly;Shorts
37;Female;Wyoming;No;Bi-Weekly;Scarf
37;Male;Alabama;No;Bi-Weekly;Scarf, Boots
37;Male;Alabama;No;Fortnightly;Sweater
37;Male;Alaska;No;Every 3 Months;Jeans
37;Male;Arizona;No;Fortnightly;Sweater
37;Male;Arizona;No;Monthly;Sweater
37;Male;Arizona;Yes;Bi-Weekly;Hat
37;Male;Arkansas;Yes;Weekly;Belt
37;Male;California;No;Every 3 Months;Belt
37;Male;Colorado;Yes;Fortnightly;Jacket
37;Male;Delaware;Yes;Every 3 Months;Sweater
37;Male;Florida;Yes;Bi-Weekly;Gloves
37;Male;Florida;Yes;Weekly;Sweater
37;Male;Georgia;No;Annually;Dress
37;Male;Georgia;No;Every 3 Months;Sweater
37;Male;Georgia;Yes;Weekly;Jewelry
37;Male;Hawaii;Yes;Annually;Pants
37;Male;Idaho;No;Annually;Blouse
37;Male;Kansas;No;Every 3 Months;Dress
37;Male;Kansas;No;Monthly;Blouse
37;Male;Kansas;No;Quarterly;Boots
37;Male;Kentucky;No;Weekly;Jacket
37;Male;Kentucky;Yes;Fortnightly;Backpack
37;Male;Maine;No;Annually;Pants
37;Male;Maine;No;Every 3 Months;Scarf
37;Male;Maryland;No;Annually;Scarf
37;Male;Maryland;No;Every 3 Months;Jacket
37;Male;Maryland;No;Quarterly;Belt
37;Male;Massachusetts;No;Fortnightly;Pants
37;Male;Michigan;No;Every 3 Months;Hoodie
37;Male;Minnesota;No;Every 3 Months;Sneakers
37;Male;Minnesota;No;Weekly;Blouse
37;Male;Minnesota;Yes;Fortnightly;Sweater
37;Male;Missouri;Yes;Monthly;Sneakers
37;Male;Nebraska;Yes;Fortnightly;Jacket
37;Male;New Hampshire;No;Fortnightly;Hoodie
37;Male;New Hampshire;Yes;Every 3 Months;T-shirt
37;Male;New Jersey;Yes;Bi-Weekly;Jacket
37;Male;New Mexico;No;Quarterly;Jewelry
37;Male;North Dakota;No;Bi-Weekly;Scarf
37;Male;North Dakota;No;Fortnightly;Sunglasses
37;Male;North Dakota;Yes;Every 3 Months;Sandals
37;Male;Oregon;Yes;Bi-Weekly;Hoodie
37;Male;Oregon;Yes;Every 3 Months;Jewelry, Shoes
37;Male;Rhode Island;No;Weekly;Sweater
37;Male;Rhode Island;Yes;Annually;Sneakers
37;Male;South Carolina;No;Annually;Dress
37;Male;Tennessee;No;Bi-Weekly;Sweater
37;Male;Utah;Yes;Every 3 Months;Sneakers
37;Male;Vermont;No;Annually;Jewelry, Shirt
37;Male;Vermont;No;Quarterly;Gloves
37;Male;Washington;No;Monthly;Skirt
37;Male;West Virginia;No;Monthly;Sunglasses
37;Male;Wisconsin;No;Monthly;Pants
37;Male;Wyoming;Yes;Annually;Gloves
37;Male;Wyoming;Yes;Quarterly;Shirt
38;Female;California;No;Every 3 Months;Hoodie
38;Female;Colorado;No;Every 3 Months;Backpack
38;Female;Delaware;No;Every 3 Months;Scarf
38;Female;Florida;No;Fortnightly;Skirt
38;Female;Hawaii;No;Quarterly;Pants
38;Female;Idaho;No;Quarterly;Gloves
38;Female;Idaho;No;Weekly;Sunglasses
38;Female;Maine;No;Annually;Scarf
38;Female;Massachusetts;No;Annually;Sandals
38;Female;Michigan;No;Annually;Blouse
38;Female;Michigan;No;Bi-Weekly;Hat
38;Female;Mississippi;No;Monthly;T-shirt
38;Female;Missouri;No;Quarterly;Sneakers
38;Female;New Jersey;No;Fortnightly;Sneakers
38;Female;New York;No;Annually;Blouse
38;Female;North Carolina;No;Annually;Pants
38;Female;North Carolina;No;Quarterly;Gloves
38;Female;North Dakota;No;Monthly;Handbag
38;Female;Oregon;No;Fortnightly;Shirt
38;Female;Pennsylvania;No;Monthly;Skirt
38;Female;Texas;No;Annually;Backpack
38;Female;Texas;No;Quarterly;Handbag
38;Female;Virginia;No;Annually;Jewelry
38;Female;Washington;No;Annually;Shorts
38;Female;Wyoming;No;Monthly;Shirt
38;Male;Alabama;Yes;Annually;Gloves
38;Male;Alaska;No;Monthly;Shirt
38;Male;Connecticut;No;Annually;Skirt
38;Male;Connecticut;No;Fortnightly;Scarf
38;Male;Delaware;Yes;Monthly;Pants
38;Male;Delaware;Yes;Weekly;Pants
38;Male;Florida;No;Every 3 Months;Sweater
38;Male;Florida;No;Monthly;Blouse
38;Male;Hawaii;No;Bi-Weekly;Skirt
38;Male;Hawaii;No;Weekly;Sandals
38;Male;Indiana;Yes;Quarterly;Scarf
38;Male;Indiana;Yes;Weekly;Boots
38;Male;Iowa;No;Every 3 Months;Sneakers
38;Male;Iowa;Yes;Every 3 Months;Jacket
38;Male;Iowa;Yes;Weekly;Jacket
38;Male;Kentucky;Yes;Bi-Weekly;Shirt
38;Male;Maryland;No;Bi-Weekly;Socks
38;Male;Maryland;No;Every 3 Months;Skirt
38;Male;Massachusetts;Yes;Annually;Pants
38;Male;Minnesota;Yes;Every 3 Months;Boots
38;Male;Missouri;No;Bi-Weekly;Skirt
38;Male;Missouri;No;Quarterly;Scarf
38;Male;Montana;Yes;Every 3 Months;Hat
38;Male;Nevada;No;Every 3 Months;Shoes
38;Male;Nevada;Yes;Annually;Jewelry
38;Male;Nevada;Yes;Weekly;Jacket
38;Male;New Hampshire;No;Bi-Weekly;Sweater
38;Male;New Hampshire;Yes;Weekly;Hat
38;Male;New Jersey;No;Bi-Weekly;Gloves, Shorts
38;Male;New Mexico;Yes;Every 3 Months;Sandals
38;Male;North Dakota;Yes;Fortnightly;Coat
38;Male;Ohio;No;Monthly;Scarf
38;Male;Oklahoma;Yes;Bi-Weekly;Belt
38;Male;Oregon;No;Weekly;Shirt
38;Male;Tennessee;No;Monthly;Shorts
38;Male;Texas;No;Annually;Shoes
38;Male;Texas;No;Every 3 Months;Belt
38;Male;Utah;No;Quarterly;Sneakers
38;Male;Vermont;Yes;Weekly;Jeans
38;Male;Washington;No;Annually;Belt
38;Male;Washington;Yes;Fortnightly;Boots
38;Male;Wisconsin;No;Bi-Weekly;Blouse
38;Male;Wisconsin;Yes;Quarterly;Belt
38;Male;Wyoming;Yes;Annually;Coat
39;Female;Arizona;No;Quarterly;Pants
39;Female;Arkansas;No;Weekly;Jewelry
39;Female;Delaware;No;Every 3 Months;Belt
39;Female;Delaware;No;Monthly;Hat
39;Female;Florida;No;Monthly;Sneakers
39;Female;Idaho;No;Monthly;Shoes
39;Female;Illinois;No;Weekly;Belt, Hoodie
39;Female;Louisiana;No;Fortnightly;Dress, Sunglasses
39;Female;Maine;No;Fortnightly;Gloves
39;Female;Michigan;No;Annually;T-shirt
39;Female;Minnesota;No;Quarterly;Hoodie
39;Female;Montana;No;Annually;Blouse
39;Female;Montana;No;Bi-Weekly;Gloves
39;Female;Nevada;No;Fortnightly;Sunglasses
39;Female;New Mexico;No;Weekly;Shoes
39;Female;New York;No;Bi-Weekly;Gloves
39;Female;North Dakota;No;Monthly;Jeans
39;Female;Ohio;No;Every 3 Months;Hoodie
39;Female;South Dakota;No;Every 3 Months;Scarf
39;Female;Tennessee;No;Bi-Weekly;Jeans
39;Female;Texas;No;Weekly;Jacket
39;Female;Utah;No;Quarterly;Hat
39;Female;Virginia;No;Quarterly;Sandals
39;Female;Wisconsin;No;Annually;Scarf
39;Male;Alaska;Yes;Bi-Weekly;Sweater
39;Male;Arizona;Yes;Fortnightly;Sneakers
39;Male;California;No;Annually;Backpack, Sandals
39;Male;California;No;Weekly;Jacket, Sweater
39;Male;Connecticut;No;Fortnightly;Coat
39;Male;Illinois;No;Bi-Weekly;Belt
39;Male;Illinois;Yes;Every 3 Months;Handbag
39;Male;Indiana;No;Fortnightly;Jewelry
39;Male;Indiana;No;Weekly;Hat, Jeans
39;Male;Iowa;No;Annually;Belt
39;Male;Iowa;Yes;Monthly;Handbag
39;Male;Kentucky;No;Weekly;Sweater
39;Male;Kentucky;Yes;Weekly;Hat
39;Male;Louisiana;Yes;Annually;Hoodie
39;Male;Massachusetts;No;Bi-Weekly;Jewelry
39;Male;Massachusetts;No;Weekly;Backpack
39;Male;Minnesota;Yes;Annually;Backpack
39;Male;Missouri;No;Fortnightly;Shorts
39;Male;Montana;No;Annually;Sandals
39;Male;Nevada;No;Quarterly;Shorts
39;Male;Nevada;Yes;Monthly;Backpack
39;Male;New Hampshire;No;Quarterly;Jewelry
39;Male;New Hampshire;Yes;Weekly;Backpack
39;Male;New York;Yes;Annually;Sandals
39;Male;North Carolina;No;Monthly;Scarf
39;Male;North Dakota;No;Annually;Boots
39;Male;Ohio;No;Annually;Pants
39;Male;Ohio;No;Fortnightly;Gloves
39;Male;Ohio;Yes;Every 3 Months;Scarf
39;Male;Oklahoma;No;Every 3 Months;Pants
39;Male;Oregon;No;Every 3 Months;Pants
39;Male;Oregon;Yes;Every 3 Months;Jeans
39;Male;South Carolina;Yes;Quarterly;Blouse
39;Male;South Dakota;No;Bi-Weekly;Jewelry
39;Male;South Dakota;No;Quarterly;Pants
39;Male;Tennessee;No;Monthly;Socks
39;Male;Utah;Yes;Fortnightly;Boots
39;Male;Virginia;No;Quarterly;Backpack
39;Male;Wyoming;No;Monthly;Hat
40;Female;Alabama;No;Fortnightly;Sunglasses, Jacket
40;Female;Alabama;No;Weekly;Jewelry
40;Female;Arizona;No;Annually;Dress
40;Female;Colorado;No;Every 3 Months;Hoodie
40;Female;Colorado;No;Fortnightly;Shirt
40;Female;Delaware;No;Bi-Weekly;Blouse
40;Female;Florida;No;Every 3 Months;Hat
40;Female;Georgia;No;Fortnightly;Socks
40;Female;Illinois;No;Quarterly;Shirt
40;Female;Kansas;No;Bi-Weekly;Backpack
40;Female;Kansas;No;Quarterly;Shirt
40;Female;Montana;No;Annually;Pants
40;Female;Montana;No;Monthly;Shoes
40;Female;New Hampshire;No;Fortnightly;Scarf
40;Female;New York;No;Weekly;Belt
40;Female;South Carolina;No;Monthly;Hoodie
40;Female;Texas;No;Weekly;Sunglasses
40;Female;Utah;No;Bi-Weekly;Handbag
40;Female;Utah;No;Quarterly;Shorts
40;Female;Virginia;No;Weekly;Hoodie
40;Female;Washington;No;Every 3 Months;Sneakers
40;Female;West Virginia;No;Annually;T-shirt
40;Male;Alaska;No;Fortnightly;Jacket
40;Male;Arizona;No;Annually;Skirt
40;Male;Arizona;No;Bi-Weekly;Backpack
40;Male;California;Yes;Monthly;Coat
40;Male;California;Yes;Weekly;Hat
40;Male;Colorado;No;Fortnightly;Handbag
40;Male;Colorado;Yes;Quarterly;Jacket
40;Male;Connecticut;No;Fortnightly;Sandals
40;Male;Florida;No;Every 3 Months;Pants
40;Male;Florida;No;Weekly;Sneakers
40;Male;Idaho;No;Every 3 Months;Belt
40;Male;Illinois;No;Annually;Socks
40;Male;Illinois;No;Weekly;Shorts
40;Male;Illinois;Yes;Annually;Sneakers
40;Male;Iowa;No;Fortnightly;Hat
40;Male;Michigan;No;Quarterly;Jacket
40;Male;Michigan;Yes;Annually;Sandals
40;Male;Minnesota;No;Annually;Sneakers
40;Male;Minnesota;No;Every 3 Months;Skirt
40;Male;Mississippi;No;Monthly;Pants
40;Male;Mississippi;Yes;Quarterly;Hat
40;Male;Missouri;No;Annually;Jeans
40;Male;Montana;No;Every 3 Months;Handbag
40;Male;Montana;Yes;Fortnightly;Coat
40;Male;Nebraska;No;Every 3 Months;Backpack
40;Male;Nebraska;No;Weekly;Dress
40;Male;Nevada;No;Annually;Coat
40;Male;New Jersey;No;Annually;Socks
40;Male;New Jersey;Yes;Every 3 Months;Shorts
40;Male;New Mexico;No;Monthly;Jacket
40;Male;New Mexico;No;Quarterly;Jacket
40;Male;New York;No;Weekly;Boots
40;Male;North Carolina;No;Every 3 Months;Shorts
40;Male;North Carolina;Yes;Every 3 Months;Dress
40;Male;North Dakota;No;Weekly;Dress
40;Male;North Dakota;Yes;Quarterly;Jeans
40;Male;Oregon;Yes;Bi-Weekly;Dress
40;Male;Pennsylvania;Yes;Every 3 Months;Shorts
40;Male;South Carolina;No;Every 3 Months;Sweater
40;Male;South Carolina;Yes;Annually;Jacket
40;Male;South Dakota;No;Monthly;Hat
40;Male;South Dakota;No;Weekly;Jacket
40;Male;Tennessee;Yes;Weekly;Pants
40;Male;Texas;No;Monthly;Shoes
40;Male;Washington;No;Fortnightly;Scarf
40;Male;Washington;Yes;Fortnightly;Backpack
40;Male;West Virginia;No;Fortnightly;Gloves
40;Male;West Virginia;No;Monthly;Pants
40;Male;West Virginia;No;Weekly;Skirt
41;Female;Alabama;No;Quarterly;Blouse
41;Female;Alaska;No;Bi-Weekly;Skirt
41;Female;Arizona;No;Monthly;Skirt
41;Female;Arkansas;No;Monthly;Hoodie
41;Female;California;No;Fortnightly;Jeans
41;Female;Georgia;No;Monthly;Hat
41;Female;Idaho;No;Annually;Gloves
41;Female;Idaho;No;Every 3 Months;Sweater
41;Female;Indiana;No;Bi-Weekly;Scarf
41;Female;Iowa;No;Monthly;Sandals
41;Female;Maine;No;Bi-Weekly;Socks
41;Female;Maine;No;Monthly;Pants
41;Female;Maryland;No;Bi-Weekly;Blouse
41;Female;Minnesota;No;Annually;Sandals
41;Female;New Hampshire;No;Monthly;Jacket
41;Female;North Dakota;No;Every 3 Months;Dress
41;Female;North Dakota;No;Weekly;Socks
41;Female;South Dakota;No;Quarterly;Belt
41;Female;West Virginia;No;Fortnightly;Handbag
41;Male;Alabama;No;Fortnightly;Socks
41;Male;Arizona;No;Weekly;T-shirt
41;Male;Arkansas;No;Every 3 Months;Jeans
41;Male;Arkansas;No;Monthly;Pants
41;Male;California;No;Weekly;Coat
41;Male;Colorado;No;Weekly;Coat, Shoes
41;Male;Connecticut;No;Quarterly;Coat
41;Male;Connecticut;Yes;Annually;Belt
41;Male;Connecticut;Yes;Monthly;Dress
41;Male;Delaware;No;Bi-Weekly;Hoodie
41;Male;Delaware;No;Monthly;Pants
41;Male;Delaware;Yes;Every 3 Months;Backpack
41;Male;Delaware;Yes;Weekly;T-shirt
41;Male;Hawaii;No;Quarterly;Blouse
41;Male;Iowa;Yes;Quarterly;Jacket
41;Male;Kansas;No;Monthly;Sunglasses
41;Male;Kansas;Yes;Annually;Blouse
41;Male;Kentucky;Yes;Every 3 Months;Dress
41;Male;Louisiana;No;Annually;Socks
41;Male;Maryland;No;Bi-Weekly;Jeans
41;Male;Massachusetts;Yes;Bi-Weekly;Shirt
41;Male;Minnesota;Yes;Every 3 Months;Sunglasses
41;Male;Minnesota;Yes;Quarterly;Hoodie
41;Male;Mississippi;No;Bi-Weekly;Jewelry
41;Male;Mississippi;No;Every 3 Months;Jeans
41;Male;Mississippi;No;Fortnightly;Scarf, Handbag
41;Male;Mississippi;Yes;Annually;Jewelry
41;Male;Mississippi;Yes;Weekly;Backpack
41;Male;Missouri;No;Annually;Gloves, Sunglasses
41;Male;Montana;No;Monthly;Hat
41;Male;Nebraska;Yes;Weekly;Belt, Pants
41;Male;Nevada;No;Fortnightly;Hoodie
41;Male;New Jersey;No;Annually;Scarf
41;Male;New Jersey;No;Weekly;Belt
41;Male;New Mexico;Yes;Annually;Pants, Scarf
41;Male;North Carolina;No;Annually;Jacket
41;Male;Ohio;No;Fortnightly;Pants
41;Male;Ohio;No;Weekly;Blouse
41;Male;Ohio;Yes;Every 3 Months;Dress
41;Male;Oklahoma;No;Every 3 Months;Shoes
41;Male;Oklahoma;No;Monthly;Jacket, Socks
41;Male;Oklahoma;No;Weekly;Scarf
41;Male;Oklahoma;Yes;Quarterly;Dress
41;Male;Pennsylvania;No;Fortnightly;Scarf
41;Male;Pennsylvania;No;Monthly;Pants
41;Male;Pennsylvania;No;Quarterly;Sweater
41;Male;Pennsylvania;No;Weekly;Sweater
41;Male;South Carolina;No;Fortnightly;Jeans
41;Male;South Carolina;Yes;Annually;Jeans
41;Male;South Carolina;Yes;Bi-Weekly;Pants
41;Male;Tennessee;No;Annually;Skirt
41;Male;Tennessee;Yes;Monthly;Belt
41;Male;Utah;No;Annually;Jacket
41;Male;Vermont;No;Bi-Weekly;Pants
41;Male;Vermont;Yes;Annually;Shoes
41;Male;Vermont;Yes;Quarterly;Sneakers
41;Male;Virginia;No;Every 3 Months;Jacket
41;Male;Virginia;No;Monthly;Scarf
41;Male;Virginia;No;Weekly;Sunglasses
41;Male;Wisconsin;Yes;Every 3 Months;Handbag
41;Male;Wyoming;Yes;Annually;Shorts
42;Female;Arizona;No;Monthly;Hoodie
42;Female;Delaware;No;Quarterly;Jacket
42;Female;Florida;No;Annually;Hat
42;Female;Florida;No;Bi-Weekly;Socks
42;Female;Idaho;No;Annually;Belt
42;Female;Idaho;No;Every 3 Months;Jeans
42;Female;Indiana;No;Every 3 Months;T-shirt
42;Female;Louisiana;No;Weekly;Sandals
42;Female;Maryland;No;Weekly;Skirt
42;Female;Massachusetts;No;Monthly;Shirt
42;Female;Michigan;No;Bi-Weekly;Shirt
42;Female;Minnesota;No;Monthly;Hat
42;Female;Mississippi;No;Weekly;Blouse
42;Female;New Hampshire;No;Monthly;Boots
42;Female;New Mexico;No;Fortnightly;Socks
42;Female;Texas;No;Every 3 Months;Hat
42;Female;Texas;No;Monthly;Hoodie
42;Female;Utah;No;Weekly;Hat
42;Female;Vermont;No;Annually;Boots
42;Female;Vermont;No;Monthly;Blouse
42;Female;Virginia;No;Bi-Weekly;Pants
42;Female;Virginia;No;Fortnightly;T-shirt
42;Female;Wisconsin;No;Bi-Weekly;Sandals
42;Female;Wisconsin;No;Fortnightly;Hoodie
42;Female;Wyoming;No;Bi-Weekly;Shirt
42;Male;Alabama;No;Every 3 Months;Jewelry
42;Male;Alabama;No;Weekly;Dress
42;Male;Alabama;Yes;Weekly;Shirt
